189|1|1|1|1|1|1|0|
190|1|10|1|1|1|1|0|
191|1|11|1|1|1|1|0|
192|1|12|1|1|1|1|0|
193|1|13|1|1|1|1|0|
194|1|14|1|1|1|1|0|
195|1|15|1|1|1|1|0|
196|1|18|1|1|1|1|0|
197|1|19|1|1|1|1|0|
198|1|2|1|1|1|1|0|
199|1|21|1|1|1|1|0|
200|1|22|1|1|1|1|0|
201|1|23|1|1|1|1|0|
202|1|24|1|1|1|1|0|
203|1|25|1|1|1|1|0|
204|1|26|1|1|1|1|0|
205|1|27|1|1|1|1|0|
206|1|28|1|1|1|1|0|
207|1|29|1|1|1|1|0|
208|1|3|1|1|1|1|0|
209|1|31|1|1|1|1|0|
210|1|32|1|1|1|1|0|
211|1|33|1|1|1|1|0|
212|1|34|1|1|1|1|0|
213|1|35|1|1|1|1|0|
214|1|36|1|1|1|1|0|
215|1|37|1|1|1|1|0|
216|1|38|1|1|1|1|0|
217|1|39|1|1|1|1|0|
218|1|4|1|1|1|1|0|
219|1|40|1|1|1|1|0|
220|1|41|1|1|1|1|0|
221|1|42|1|1|1|1|0|
222|1|43|1|1|1|1|0|
223|1|45|1|1|1|1|0|
224|1|46|1|1|1|1|0|
225|1|48|1|1|1|1|0|
226|1|49|1|1|1|1|0|
227|1|5|1|1|1|1|0|
228|1|6|1|1|1|1|0|
229|1|60|1|1|1|1|0|
230|1|62|1|1|1|1|0|
231|1|63|1|1|1|1|0|
232|1|64|1|1|1|1|0|
233|1|65|1|1|1|1|0|
234|1|66|1|1|1|1|0|
235|1|7|1|1|1|1|0|
236|1|71|1|1|1|1|0|
237|1|72|1|1|1|1|0|
238|1|73|1|1|1|1|0|
239|1|74|1|1|1|1|0|
240|1|75|1|1|1|1|0|
241|1|76|1|1|1|1|0|
242|1|70|1|1|1|1|0|
243|3002|71|1|1|1|1|0|
244|3002|72|1|1|1|1|0|
245|3002|73|1|1|1|1|0|
246|3002|74|1|1|1|1|0|
247|3002|75|1|1|1|1|0|
248|3002|76|1|1|1|1|0|
249|3002|5|0|0|0|0|0|
250|3002|6|0|0|0|0|0|
251|3002|60|0|0|0|0|0|
252|3002|62|0|0|0|0|0|
253|3002|63|0|0|0|0|0|
254|3002|64|0|0|0|0|0|
255|3002|65|0|0|0|0|0|
256|3002|66|0|0|0|0|0|
257|3002|7|0|0|0|0|0|
258|3002|70|1|1|1|1|0|
259|3002|2|0|0|0|0|0|
260|3002|21|0|0|0|0|0|
261|3002|22|0|0|0|0|0|
262|3002|23|0|0|0|0|0|
263|3002|24|1|1|1|1|0|
264|3002|25|1|1|1|1|0|
265|3002|26|1|1|1|1|0|
266|3002|27|0|0|0|0|0|
267|3002|28|0|0|0|0|0|
268|3002|29|0|0|0|0|0|
269|3002|1|0|0|0|0|0|
270|3002|10|0|0|0|0|0|
271|3002|11|0|0|0|0|0|
272|3002|12|0|0|0|0|0|
273|3002|13|0|0|0|0|0|
274|3002|14|0|0|0|0|0|
275|3002|15|0|0|0|0|0|
276|3002|18|0|0|0|0|0|
277|3002|19|0|0|0|0|0|
278|3002|3|0|0|0|0|0|
279|3002|31|0|0|0|0|0|
280|3002|32|1|1|1|1|0|
281|3002|33|1|1|1|1|0|
282|3002|34|1|1|1|1|0|
283|3002|35|1|1|1|1|0|
284|3002|36|0|0|0|0|0|
285|3002|37|1|1|1|1|0|
286|3002|38|0|0|0|0|0|
287|3002|39|0|0|0|0|0|
288|3002|4|0|0|0|0|0|
289|3002|40|0|0|0|0|0|
290|3002|41|0|0|0|0|0|
291|3002|42|0|0|0|0|0|
292|3002|43|0|0|0|0|0|
293|3002|45|0|0|0|0|0|
294|3002|46|0|0|0|0|0|
295|3002|48|0|0|0|0|0|
296|3002|49|0|0|0|0|0|
297|1|77|1|1|1|1|0|
298|2|77|1|1|1|1|0|
299|3002|77|1|1|1|1|0|
300|000456|5|1|1|1|1|0|
301|000456|6|0|0|0|0|0|
302|000456|60|0|0|0|0|0|
303|000456|62|0|0|0|0|0|
304|000456|63|0|0|0|0|0|
305|000456|64|0|0|0|0|0|
306|000456|65|0|0|0|0|0|
307|000456|66|0|0|0|0|0|
308|000456|7|0|0|0|0|0|
309|000456|70|0|0|0|0|0|
310|000456|2|0|0|0|0|0|
311|000456|21|0|0|0|0|0|
312|000456|22|0|0|0|0|0|
313|000456|23|0|0|0|0|0|
314|000456|24|1|1|1|0|0|
315|000456|25|1|1|1|0|0|
316|000456|26|1|1|1|0|0|
317|000456|27|1|1|1|0|0|
318|000456|28|1|1|1|0|0|
319|000456|29|1|1|1|0|0|
320|000456|1|1|1|1|1|0|
321|000456|10|1|1|1|0|0|
322|000456|11|0|0|0|0|0|
323|000456|12|0|0|0|0|0|
324|000456|13|0|0|0|0|0|
325|000456|14|0|0|0|0|0|
326|000456|15|0|0|0|0|0|
327|000456|18|0|0|0|0|0|
328|000456|19|0|0|0|0|0|
329|000456|3|0|0|0|0|0|
330|000456|31|0|0|0|0|0|
331|000456|32|1|1|1|0|0|
332|000456|33|1|1|0|0|0|
333|000456|34|1|1|0|0|0|
334|000456|35|1|1|0|0|0|
335|000456|36|0|0|0|0|0|
336|000456|37|0|0|0|0|0|
337|000456|38|0|0|0|0|0|
338|000456|39|0|0|0|0|0|
339|000456|71|0|0|0|0|0|
340|000456|72|0|0|0|0|0|
341|000456|73|0|0|0|0|0|
342|000456|74|0|0|0|0|0|
343|000456|75|0|0|0|0|0|
344|000456|76|0|0|0|0|0|
345|000456|77|0|0|0|0|0|
346|000456|4|0|0|0|0|0|
347|000456|40|0|0|0|0|0|
348|000456|41|0|0|0|0|0|
349|000456|42|0|0|0|0|0|
350|000456|43|0|0|0|0|0|
351|000456|45|0|0|0|0|0|
352|000456|46|0|0|0|0|0|
353|000456|48|0|0|0|0|0|
354|000456|49|0|0|0|0|0|
